Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,111,Zinacantán,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,42,40,0,180,4.5,5200,936000
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,111,Zinacantán,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,272,262,0,1126.6,4.3,7200,8111520
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,111,Zinacantán,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,200,197,0,462.95,2.35,10000,4629500
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,111,Zinacantán,3,Perennes,2,Temporal,200201,Tonelada,8250000,Perón,36,27,0,167.4,6.2,3200,535680
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,111,Zinacantán,3,Perennes,2,Temporal,200201,Tonelada,8930000,Tejocote,1,1,0,2,2,1600,3200
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,153,153,0,53.55,0.35,9000,481950
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,509,509,0,713.38,1.4,2600,1854788
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,560,560,0,1439.2,2.57,3980,5728016
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,2,2,0,8.4,4.2,4500,37800
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,10,8,0,32,4,5200,166400
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,7,7,0,16.1,2.3,8500,136850
2008,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,1,1,0,4.5,4.5,1050,4725
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,250,250,0,125,0.5,7700,962500
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,622,622,0,746.4,1.2,2550,1903320
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,1113,1113,0,445.2,0.4,9200,4095840
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,4928,4928,0,9271.74,1.88,2600,24106524
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,10,10,0,32,3.2,3700,118400
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,2083,2083,0,5353.31,2.57,3980,21306173.8
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,6,6,0,31.2,5.2,2700,84240
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,22,22,0,121,5.5,1050,127050
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,20,19,0,187.5,9.87,1050,196875
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,833.1,833.1,0,249.93,0.3,8500,2124405
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,2160.9,2160.9,0,3196.97,1.48,2600,8312122
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,18,15,0,52.5,3.5,5000,262500
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,108,90,0,342,3.8,5100,1744200
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,19,18,0,41.4,2.3,8000,331200
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,9050000,Trigo grano,84,84,0,42,0.5,3600,151200
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,1290.6,1290.6,0,451.71,0.35,8700,3929877
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3278.4,3278.4,0,4826.77,1.47,2600,12549602
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,18,15,0,63,4.2,5000,315000
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,83,71,0,301.75,4.25,5500,1659625
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,38,37,0,85.1,2.3,9000,765900
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,24,24,0,27.6,1.15,2520,69552
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,2445.3,2445.3,0,855.86,0.35,8700,7445982
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,5905.7,5905.7,0,8708.83,1.47,2600,22642958
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,19,4,0,12.8,3.2,3700,47360
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,1853,1853,0,4984.57,2.69,3980,19838588.6
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,20,16,0,67.2,4.2,5000,336000
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,28,19,0,76.95,4.05,5700,438615
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,22,21,0,48.3,2.3,9000,434700
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,1750,1750,0,1925,1.1,2520,4851000
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,1299,1299,0,454.65,0.35,8700,3955455
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3291,3291,0,5044.2,1.53,2600,13114920
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,2701,2701,0,7265.69,2.69,3980,28917446.2
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,4,3,0,15.6,5.2,2700,42120
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,19,19,0,95,5,1050,99750
2008,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,11,8,0,100,12.5,1100,110000
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,344,344,0,140.1,0.41,7765.26,1087912.5
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,1389,1389,0,1527.9,1.1,2520,3850308
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,157.5,157.5,0,55.13,0.35,8500,468605
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3654.5,3654.5,0,5985.4,1.64,2600,15562040
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,1756,1756,0,4512.92,2.57,3980,17961421.6
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,30,24,0,98.4,4.1,5200,511680
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,14,14,0,67.2,4.8,2700,181440
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,3,2,0,4.4,2.2,9000,39600
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,140,140,0,672,4.8,1050,705600
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,6,4,0,48,12,1100,52800
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),9,9,0,162,18,1100,178200
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,1,Otoño-Invierno,1,Riego,200201,Tonelada,8100000,Papa,25,25,0,375,15,4500,1687500
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,282.5,282.5,0,128.88,0.46,7700.84,992484
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,847.5,847.5,0,974.63,1.15,2520,2456067.6
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,82.5,82.5,0,33,0.4,8500,280500
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3691.5,3691.5,0,5605.55,1.52,2600,14574430
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,8100000,Papa,24,24,0,364.8,15.2,5500,2006400
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,33.5,7,0,22.4,3.2,3700,82880
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,3929,3929,0,10569.01,2.69,3980,42064659.8
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,71,66,0,270.6,4.1,5700,1542420
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,5,5,0,24,4.8,2700,64800
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,43,41,0,94.3,2.3,9000,848700
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,105,105,0,504,4.8,1050,529200
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,4,3,0,39,13,1100,42900
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,165,165,0,181.5,1.1,2520,457380
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,39,39,0,13.65,0.35,8500,116025
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,1431,1431,0,2005.61,1.4,2600,5214586
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,212,212,0,519.4,2.45,3980,2067212
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,69,65,0,260,4,5500,1430000
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,12,11,0,57.2,5.2,2700,154440
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,6,5,0,11.5,2.3,8600,98900
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,45,45,0,216,4.8,1050,226800
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,246,246,0,114.9,0.47,7878.96,905292
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,664,664,0,796.8,1.2,2528.54,2014740.1
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,49.5,49.5,0,19.8,0.4,9000,178200
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,1485.5,1485.5,0,2179.53,1.47,2600,5666778
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,5,3,0,9.6,3.2,3700,35520
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,2265,2265,0,5549.25,2.45,3980,22086015
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,11,10,0,52,5.2,2600,135200
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,55,55,0,275,5,1050,288750
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,12,10,0,125,12.5,1100,137500
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,36,36,0,14.4,0.4,8500,122400
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,765,765,0,1072.18,1.4,2600,2787668
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,400,400,0,1028,2.57,3980,4091440
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,44,41,0,168.1,4.1,5200,874120
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,3,3,0,15.6,5.2,2500,39000
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,26,24,0,55.2,2.3,9000,496800
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,8,8,0,44,5.5,1000,44000
2008,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,2,1,0,12.5,12.5,1000,12500
2008,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,80,80,0,1760,22,5000,8800000
2008,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,5,5,0,90,18,10000,900000
2008,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,120,120,0,360,3,2100,756000
2008,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,120,120,0,180,1.5,2100,378000
2008,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,2200,2150,50,1397.5,0.65,12000,16770000
2008,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,9785,9785,0,31437.5,3.21,3000,94312500
2008,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,20,20,0,60,3,2000,120000
2008,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,2,Primavera-Verano,2,Temporal,200201,Tonelada,8970000,Tomate rojo (jitomate),80,80,0,1600,20,8000,12800000
2008,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,50,50,0,150,3,2100,315000
2008,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,700,700,0,490,0.7,12000,5880000
2008,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,4912,4912,0,18390.97,3.74,2300,42299231
2008,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,3,Perennes,1,Riego,200201,Tonelada,5820000,Caña de azúcar,4153,4153,0,373770,90,460,171934200
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,350,350,0,245,0.7,12500,3062500
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,1350,1350,0,4050,3,2100,8505000
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),220,220,0,5940,27,6000,35640000
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,650,650,0,455,0.7,12500,5687500
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,870,870,0,1305,1.5,2100,2740500
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,80,80,0,208,2.6,5500,1144000
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,3500,3250,250,2112.5,0.65,12000,25350000
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,22750,22750,0,71277.19,3.13,2300,163937537
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,420,420,0,1260,3,2500,3150000
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,8970000,Tomate rojo (jitomate),180,180,0,3600,20,8000,28800000
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2,2,0,20,10,10000,200000
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,903,903,0,1354.5,1.5,5000,6772500
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,7,7,0,28,4,5000,140000
2008,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,4,4,0,20,5,4000,80000
2008,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,150,150,0,450,3,2100,945000
2008,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,150,150,0,60,0.4,12000,720000
2008,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3205,3205,0,9415.62,2.94,2300,21655926
2008,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,3,Perennes,1,Riego,200201,Tonelada,5820000,Caña de azúcar,1874,1874,0,168660,90,460,77583600
2008,7,Chiapas,20,Comitán,2,San Gregorio,30,Chicomuselo,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,3,3,0,9,3,2300,20700
2008,7,Chiapas,20,Comitán,2,San Gregorio,30,Chicomuselo,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,900,500,400,450,0.9,6500,2925000
2008,7,Chiapas,20,Comitán,2,San Gregorio,30,Chicomuselo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,150,150,0,450,3,6250,2812500
2008,7,Chiapas,20,Comitán,2,San Gregorio,30,Chicomuselo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,6951,6951,0,24151.68,3.47,2300,55548864
2008,7,Chiapas,20,Comitán,2,San Gregorio,30,Chicomuselo,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,3220,3220,0,3542,1.1,5000,17710000
2008,7,Chiapas,20,Comitán,2,San Gregorio,30,Chicomuselo,3,Perennes,2,Temporal,200201,Tonelada,7560000,Mango,16,16,0,192,12,4000,768000
2008,7,Chiapas,20,Comitán,2,San Gregorio,34,Frontera Comalapa,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,20,20,0,440,22,8000,3520000
2008,7,Chiapas,20,Comitán,2,San Gregorio,34,Frontera Comalapa,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,2500,2500,0,8250,3.3,2100,17325000
2008,7,Chiapas,20,Comitán,2,San Gregorio,34,Frontera Comalapa,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,35,35,0,420,12,6000,2520000
2008,7,Chiapas,20,Comitán,2,San Gregorio,34,Frontera Comalapa,1,Otoño-Invierno,1,Riego,200201,Tonelada,8710000,Sandía,30,30,0,480,16,2500,1200000
2008,7,Chiapas,20,Comitán,2,San Gregorio,34,Frontera Comalapa,1,Otoño-Invierno,1,Riego,200201,Tonelada,8980000,Tomate verde,25,25,0,450,18,3250,1462500
2008,7,Chiapas,20,Comitán,2,San Gregorio,34,Frontera Comalapa,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,1200,1001,199,700.7,0.7,6500,4554550
